1.184210526315789512e-02,2.500000000000000139e-02,9.403999999999999859e-02
7.894736842105263414e-03,1.973684210526316027e-02,9.403999999999999859e-02
7.894736842105263414e-03,1.447368421052631915e-02,9.403999999999999859e-02
7.894736842105263414e-03,9.210526315789478030e-03,9.403999999999999859e-02
7.894736842105263414e-03,3.947368421052636044e-03,9.403999999999999859e-02
7.894736842105263414e-03,-1.315789473684205943e-03,9.403999999999999859e-02
7.894736842105263414e-03,-6.578947368421047930e-03,9.403999999999999859e-02
7.894736842105263414e-03,-1.184210526315788992e-02,9.403999999999999859e-02
7.894736842105263414e-03,-1.710526315789473104e-02,9.403999999999999859e-02
7.894736842105263414e-03,-2.236842105263157215e-02,9.403999999999999859e-02
7.894736842105263414e-03,-2.763157894736841327e-02,9.403999999999999859e-02
7.894736842105263414e-03,-3.289473684210525439e-02,9.403999999999999859e-02
7.894736842105263414e-03,-3.815789473684209898e-02,9.403999999999999859e-02
7.894736842105263414e-03,-4.342105263157894357e-02,9.403999999999999859e-02
7.894736842105263414e-03,-4.868421052631578816e-02,9.403999999999999859e-02
7.894736842105263414e-03,-5.394736842105263275e-02,9.403999999999999859e-02
7.894736842105263414e-03,-5.921052631578947734e-02,9.403999999999999859e-02
7.894736842105263414e-03,-6.447368421052632192e-02,9.403999999999999859e-02
1.184210526315789512e-02,-6.973684210526316651e-02,9.403999999999999859e-02
1.184210526315789512e-02,2.500000000000000139e-02,1.046699999999999992e-01
7.894736842105263414e-03,-3.815789473684209898e-02,1.046699999999999992e-01
1.184210526315789512e-02,-6.973684210526316651e-02,1.046699999999999992e-01
1.184210526315789512e-02,2.500000000000000139e-02,1.152999999999999997e-01
7.894736842105263414e-03,1.973684210526316027e-02,1.152999999999999997e-01
7.894736842105263414e-03,1.447368421052631915e-02,1.152999999999999997e-01
7.894736842105263414e-03,9.210526315789478030e-03,1.152999999999999997e-01
7.894736842105263414e-03,3.947368421052636044e-03,1.152999999999999997e-01
7.894736842105263414e-03,-1.315789473684205943e-03,1.152999999999999997e-01
7.894736842105263414e-03,-6.578947368421047930e-03,1.152999999999999997e-01
7.894736842105263414e-03,-1.184210526315788992e-02,1.152999999999999997e-01
7.894736842105263414e-03,-1.710526315789473104e-02,1.152999999999999997e-01
7.894736842105263414e-03,-2.236842105263157215e-02,1.152999999999999997e-01
7.894736842105263414e-03,-3.815789473684209898e-02,1.152999999999999997e-01
7.894736842105263414e-03,-5.394736842105263275e-02,1.152999999999999997e-01
1.184210526315789512e-02,-6.973684210526316651e-02,1.152999999999999997e-01
1.184210526315789512e-02,2.500000000000000139e-02,1.259299999999999864e-01
7.894736842105263414e-03,9.210526315789478030e-03,1.259299999999999864e-01
7.894736842105263414e-03,-2.236842105263157215e-02,1.259299999999999864e-01
7.894736842105263414e-03,-5.394736842105263275e-02,1.259299999999999864e-01
1.184210526315789512e-02,-6.973684210526316651e-02,1.259299999999999864e-01
1.184210526315789512e-02,2.500000000000000139e-02,1.365599999999999870e-01
7.894736842105263414e-03,9.210526315789478030e-03,1.365599999999999870e-01
7.894736842105263414e-03,-6.578947368421047930e-03,1.365599999999999870e-01
7.894736842105263414e-03,-2.236842105263157215e-02,1.365599999999999870e-01
7.894736842105263414e-03,-2.763157894736841327e-02,1.365599999999999870e-01
7.894736842105263414e-03,-3.289473684210525439e-02,1.365599999999999870e-01
7.894736842105263414e-03,-3.815789473684209898e-02,1.365599999999999870e-01
7.894736842105263414e-03,-4.342105263157894357e-02,1.365599999999999870e-01
7.894736842105263414e-03,-4.868421052631578816e-02,1.365599999999999870e-01
7.894736842105263414e-03,-5.394736842105263275e-02,1.365599999999999870e-01
1.184210526315789512e-02,-6.973684210526316651e-02,1.365599999999999870e-01
1.184210526315789512e-02,2.500000000000000139e-02,1.471899999999999875e-01
7.894736842105263414e-03,-6.578947368421047930e-03,1.471899999999999875e-01
1.184210526315789512e-02,-6.973684210526316651e-02,1.471899999999999875e-01
1.184210526315789512e-02,2.500000000000000139e-02,1.578199999999999881e-01
7.894736842105263414e-03,1.973684210526316027e-02,1.578199999999999881e-01
7.894736842105263414e-03,1.447368421052631915e-02,1.578199999999999881e-01
7.894736842105263414e-03,9.210526315789478030e-03,1.578199999999999881e-01
7.894736842105263414e-03,3.947368421052636044e-03,1.578199999999999881e-01
7.894736842105263414e-03,-1.315789473684205943e-03,1.578199999999999881e-01
7.894736842105263414e-03,-6.578947368421047930e-03,1.578199999999999881e-01
7.894736842105263414e-03,-1.184210526315788992e-02,1.578199999999999881e-01
7.894736842105263414e-03,-1.710526315789473104e-02,1.578199999999999881e-01
7.894736842105263414e-03,-2.236842105263157215e-02,1.578199999999999881e-01
7.894736842105263414e-03,-2.763157894736841327e-02,1.578199999999999881e-01
7.894736842105263414e-03,-3.289473684210525439e-02,1.578199999999999881e-01
7.894736842105263414e-03,-3.815789473684209898e-02,1.578199999999999881e-01
7.894736842105263414e-03,-4.342105263157894357e-02,1.578199999999999881e-01
7.894736842105263414e-03,-4.868421052631578816e-02,1.578199999999999881e-01
7.894736842105263414e-03,-5.394736842105263275e-02,1.578199999999999881e-01
7.894736842105263414e-03,-5.921052631578947734e-02,1.578199999999999881e-01
7.894736842105263414e-03,-6.447368421052632192e-02,1.578199999999999881e-01
1.184210526315789512e-02,-6.973684210526316651e-02,1.578199999999999881e-01
